text,label
"held  longer, protecting the low back muscles, making the practice of asanas safer.  When",1
"the Mula Bandha is fully engaged, dormant potential energy is activated into the  conscious",1
network    resulting  in  more  support  in  the  core  lock.    The    distal  muscle  groups  relax,1
drawing the body energy levels from the periphery to the center.,1
"Females engage the Mula Bandha by exhaling, contracting the muscles between the pubic",1
"bone  and  the  tailbone,  and  lightly  drawing  the  perineum  up  and  in  toward  the  abdomen.",1
"Pull  the  pelvic  floor  up  toward  the  spine  and  feel  the  lower,  deep  abdominal  muscles",1
"engage.   Initially  the  anus and  genitals  need to  be contracted,  but  with  practice  over  time",1
these  areas  become  relaxed  and  the  contraction  is  isolated  to  the  perineum  the  space,1
between the anus and genitals.  Specifically draw the  opening of the cervix up and in.,1
"Males  engage  the  Mula  Bandha  by  lifting  up  the  space  an  inch  above  the  perineum,",1
"forming  a  triangle.  The  perineal  space  becomes  indented,  domed,  and  sucked  in  and  up,",1
creating  empty  space  for  the  front  of  the  pubic  bone  and  sacrum  to  move  toward  each,1
The  intensity of  the  Mula  Bandha contraction can  be carried from  15  -  100  percent and  it,1
may be held for as long as possible.  The Mula Bandha may be rhythmically engaged and,1
released with each breath.  The Mula Bandha can be engaged in most yoga asanas and is,1
"very effective  in extension asanas such as COBRA, BRIDGE, UPWARD FACING DOG,",1
"and    CAMEL.    Engaging  Mula  Bandha  is  not  a  straining  act,  but  a  controlled,  focused",1
"The practice of Mula Bandha may appear very simple at first glance, but to fully grasp the",1
subtleties at an awareness level requires several months of persistent practice.,1
Yoga  is a  delicate  form  of  bodymind  exercise  and  therapy.    Specific yoga   asanas   assist  to,1
"realign  the  joints,  increase  flexibility,  restore  normal  range  of  motion,  and  improve  overall",1
"posture.    Asanas  also  indirectly  balance   the  nervous,  cardiovascular,  respiratory, endocrine,",1
"and  digestive  systems.    The  systems  in  the  body  work  as  a symbiotic  unit,  where  a  positive",1
change in one system usually results in a complimentary change in all the other systems.  On,1
"the  other  hand,  if  asanas  are  incorrectly  practiced,  serious  complications  may  result  in  the",1
"systems  mentioned  above.  Regular  asana,  breathing,  and  meditation  practice  maintains  the",1
"physical body in optimum  condition, and promotes healing in an unhealthy body.",1
Here  are  several  yoga  practice  tips  that  will  enhance  your  journey  of  reaching  a  balanced,1
"AGE LIMITATIONS   Asanas may be practiced by all age groups, male and female.",1
"AWARENESS    Do  not  practice  the  yoga  asanas  mechanically,  be  aware of  your  mental and",1
BATHING  Take a cool or lukewarm shower before asana practice to awaken and prepare the,1
"BREATHING  Breathing is the mainstay of yoga. Often when the asana becomes difficult, the",1
"tendency  is  to  hold  the    breath  without  realizing.  Keep  breathing,  even  during  the  most",1
complex  asanas.  Conscious  breathing  provides  more  energy  during  the  asana  practice    and,1
"CLOTHING  Wear loose, light, non-binding, comfortable clothing and remove any  jewelry, or",1
constricting  accessories  that  may  restrict  the  blood  circulation  when  practicing  yoga  as  the,1
"body  must  bend,  twist,  or  elongate  easily.    It  is  helpful  to  wear  regular  workout  clothes.",1
"Leggings  and  tank  tops  for  women,  and  a  t-shirt  or  tank  top  and  shorts  for  men  are",1
recommended.  Yoga is practiced  bare foot.,1
"CONTRA-INDICATIONS    Avoid  yoga  practice  if  you  are    experiencing  fractured  bones,",1
"suffering  from  an  acute  or  chronic  ailment  or  disease,  or  recuperating  from  an  operation.",1
Consult a  primary health care practitioner before commencing asana practice.,1
CONSULTATION  It is advisable to consult your physician before embarking on the journey of,1
yoga.  Find out if your body is physically fit to endure all the asanas.,1
"COUNTER-ASANA    It  is  important  that  asana  practice  is  balanced,  backward  bends  are",1
"followed  by  forward  bends  and  vice  versa,  and  that  whatever  is  practiced on  one side of the",1
body  is  repeated  on  the  other side.    This concept of counter-asana  is  necessary  to  bring  the,1
body back to a balanced state.  Specific counter-asanas are recommended for certain asanas,1
"described  in  this  book.    However,  in  some  cases,  when  practicing  a  particular  asana",1
"prescribed for  therapeutic reasons, a counter-asana may not be needed.",1
DIET    There are  no special  dietary  rules  for  asana  practitioners although  it  is  healthier  to,1
eat  natural  fresh  foods  in  moderation.    Eat  foods  that  digest  and  assimilate  easily  and,1
DISTRACTIONS  Mute the cellular or telephone during asana practice.  It is also helpful to,1
EMPTY  STOMACH    Practice  at  least  2  or  3    hours  after  consuming  food  to  ensure  the,1
stomach is empty.  This is one reason why early dawn or dusk practice is recommended.,1
EMPTYING  THE  BOWELS    It  is  helpful  to  empty  the  bowels  and  bladder  before,1
"FLUID  REPLACEMENT    Drink  plenty  of  water  before,  during,  and  after  yoga  practice.",1
Keep the body well hydrated.  Drink small sips of water at room temperature.  A lemonade,1
drink with sugar and salt is very refreshing and balances the metabolites well.,1
"FREQUENCY      Practice  yoga  daily,  if  possible,  but  no  less  than  three  times  a  week.",1
Practicing  yoga  daily  is  like  feeding  nutritious  food  to  the  body  and  the  mind  daily.    The,1
ultimate benefit of yoga arrives when yoga becomes a daily habit in taking care of the body,1
"and mind.  As the frequency of practice increases,  the mind benefits from stress relief, and",1
"the body becomes stronger, more flexible, energetic, and balanced.",1
HAIR Tie the hair back or in a bun when practicing yoga.,1
INVERSION  ASANAS    Do  not  practice any  inverted  asanas  if  there  is  excessive  gas or,1
"fermentation  in  the  intestines,  during  menstruation,  or  in  the  later  stages  of  pregnancy.",1
"Those  experiencing  high  blood  pressure,  cardiovascular  disease,  or  retinal  disorders",1
should also refrain from inversion asanas.,1
"LENGTH OF PRACTICE  It is healthy to practice 1 - 1½   hours of yoga every other day, if",1
"not  daily.    If  experiencing  exhaustion  after  yoga  practice,  reassess  the  length  of  practice",1
"LIMITS  Recognize the limits of the bodys normal range of motion, do not overstretch or",1
force yourself into any asana do not exceed the bodys capacity.,1
"MAT  Always use a non-slip yoga mat surface, adding stability to the asana practice.  The",1
"mat  prevents  the  feet,  hands,  and  elbows  from  slipping  and  sliding.    The  contact  friction",1
provided by the mat  helps the  body stretch further  without  straining  to  hold  slipping  limbs.,1
"The  mat also provides a cushioned, warm insulation, and clean surface between the body",1
"and  the floor.   The yoga  mat  can easily  be  rolled  andor  folded  for  use  in various asanas,",1
"for travel, or to simply carry to yoga class.",1
MAT MAINTENANCE  The yoga mat is best maintained by wiping it by hand with a soft cloth,1
with  vinegar  or  mild  detergent  and  warm  water.   Top  loading  washing  machines should  NOT,1
"be  used  to  clean  the    mat,  the  mat  can  be  damaged  during  the  spin  cycle.    Front  loading",1
washing machines may be used if the mat becomes very soiled.  Place no more than four mats,1
in  a  large  front  loading  washing  machine  with  a  little  mild  liquid  detergent  in cold  water.   Roll,1
"the mat in a towel to gently squeeze the water out, and allow the mat to air or drip dry.",1
MEDICAL CONDITIONS  Yoga is therapeutic when asanas are practiced to suit your specific,1
needs.  Some asanas can be damaging and counter productive.  Seek professional advice for,1
your specific body type and condition prior to beginning yoga practice.,1
MENSTRUATION    It  is  best to  avoid  any  difficult  asana  practice  during  the  2  days  of  heavy,1
"flow.   Do NOT  practice any inversion asanas, stick to easy, relaxed breathing asanas.",1
"MIRROR  If possible, practice under the direct supervision of a professional teacher, if this is",1
"not  possible,  practice  in  front  of  a  mirror  to  maintain  proper  body  positioning.    Be  aware  of",1
"proper joint alignment, especially in the ankle, knee, shoulder, and neck regions.",1
NO STRAINING  Do not exert undue force or overstretch while practicing asanas.  Beginners,1
"may  find  the  muscles  stiff  at  first,  but  after  several  weeks  of  regular  practice  the  muscles",1
"PAIN  The  yoga routine should  be  pain  free. If any  unusual  pain  or  discomfort  is  felt,  please",1
PLACE OF PRACTICE  Practice in a well-ventilated room where it is calm and quiet. Asanas,1
may also be practiced outdoors in a pleasant surroundings around nature.  Do not practice in a,1
"strong  wind,  in  the  cold,  in  the  direct sun,  around  polluted  air, or  near  unpleasant  odors.    Do",1
"not  practice    in  the  vicinity  of  furniture  or  anything  that  prevents  free  fall  to  the  ground,",1
especially  while  performing  inversion  asanas.   Often  accidents  occur  because of  falls  against,1
PREGNANCY    Prenatal  Yoga  is  a  perfect time  to  nourish  and  positively influence a  growing,1
"fetus.   Just as a wonderful seed when properly cared for with healthy nutrition, air, water, and",1
"light    blossoms  into a  flower,  then  into a  delicious  fruit yoga  gives  the  growing  child  a  great",1
"head start.  In the  9 months in the womb followed by the 3 subsequent years with the mother,",1
"the child establishes fundamental rhythm, thought, breathing patterns, and a core value system",1
"to  cope  with  in  life.    After  this  period,    the  child  becomes  a  product  of  its  ever-changing",1
environment.  The sitting asanas described in this book  are very helpful during  pregnancy as,1
"they  stretch  open  the  pelvis,  making  the  delivery  process  easier.    The  standing  asanas",1
"strengthen the legs and thighs, and assist to carry the baby in the womb.   The core and Mula",1
Bandha  locks  are  paramount  to  practice  throughout  the  day  during  early  pregnancy.    These,1
locks are helpful in recognizing and  releasing tension in the pelvic muscles.  During labor this,1
"practice also  helps to  relax  between contractions  and  prevent  fatigue.   During  pregnancy, the",1
body  produces  the  hormone  relaxin  which    increases  flexibility  in  the  ligaments  and  joints.,1
Many asanas become easier to practice as the pregnancy progresses.,1
RELAXATION    Conclude  each  yoga  practice session  with  a  minimum  of  10  - 15  minutes,1
"cool down in a relaxation, breathing, or meditative  asana.",1
REST    After  every 2  - 3  asana  sequences  it is  helpful  to  sit silently  in  EASY  SITTING  or,1
"SITTING ON KNEES with the eyes closed, being aware of the natural breath, of the  parts of",1
"the body that have just been stretched, and of any thoughts or feeling that have risen in the",1
"mind.    After  3  long  and  easy  breaths, continue  the  practice.   This   not  only rests  the  body,",1
"but  also develops awareness of the internal energy patterns, and the mental and emotional",1
processes.    This  rest  period  is as  important  as  the  asanas  themselves and  should  not  be,1
neglected.  If  extensive  fatigue  or  tiredness  is  experienced  at  any  point  during  the  asana,1
"SEQUENCE  OF  YOGA  ASANAS  In  the  Yoga  Series, it  is very important  that  the asanas",1
be practiced  in the order described. They are designed in a sequential pattern for a specific,1
reason  where  one  asana  leads  and  prepares  the  body  for  the  next  without  causing  any,1
SUNBATHING   Never practice asanas for extended periods under the direct sun or after a,1
long period of sunbathing as the body temperature is overheated.,1
SWEATING    It  is common  to  sweat  during  the  practice  of  yoga.    Use a  towel  to  wipe  the,1
sweat  dry and  change  into  dry  clothing  before the  relaxation asanas  to  prevent a  chill.    Do,1
not bathe or shower until the sweat has dried naturally.,1
TERMINATION  OF  ASANA      Pain  that  arises  during  asana  practice  should  only  be,1
"temporary and  not  sharp.   If  the  pain  from  asana  practice  persists,  then the asana  practice",1
"may  be  incorrect.    Terminate  the  asana  practice  immediately  and,  if  necessary,  seek",1
"TIME OF PRACTICE  Asanas may be practiced at any time of the day, except after meals.",1
"In traditional yoga it is recommended to practice asanas two hours prior to  dawn, finishing",1
"at sunrise,  as the environment  is  quiet  and  tranquil  at  this  hour.   The activities of  digestion",1
"have stopped,  the  mind  has  no  deep  impressions on  the  conscious  level,  and  is relatively",1
empty  of  thoughts  at  this  time.    Although  the  muscles  are  more    stiff early  in  the  morning,1
"compared to  late afternoon, nevertheless, this time has a unique awakening  and refreshing",1
"experience.  Dusk, or the two hours around sunset, is also a wonderful time to relax, unwind,",1
"WALL  It is very difficult to recognize whether the body is in neutral, or rotating.  The use of",1
a wall as a reference guide is very helpful to instil neutral positioning during asana practice.,1
"In most asanas, alignment is in a linear plane.  Always think of lifting and reaching up from",1
"the navel to the crown of the head, and grounding down from the navel to the heels.",1
WATER    Keep  the  body  well  hydrated  during  yoga  practice.    Drink  small  sips  of  water  at,1
The  practice  of  yoga  is  intimately  connected  with  the  breath  capacity.    The  greater  the,1
"breath capacity, the stronger the quality  of the asana practice.",1
Yoga  brings  more  awareness  to  the  body  and    breath.    Just  as  levels  of  flexibility  and,1
"strength  become  obvious  through  asana  practice,  so  do    the  different  types  of  breathing",1
"patterns.  Breathing can be quiet or noisy, heavy or soft, relaxed or tense, deep or shallow,",1
"Yoga  practice  reveals  the  power of  breath  on  the  body and  mind,  and  vice versa.  When",1
"an individual is tense or guarded, for example, the tendency is to hold the breath and then",1
"take  fast,  shallow  breaths.    Relaxed  breathing  is  slower  and  softer,  and  has  a  steady,",1
"gentle,  even  pattern.    This  deep,  slow,  relaxed  breathing  helps  relax  the  mind  and",1
The  term  diaphragm  literally  means  through  a  fence.    The  diaphragm  muscle  sits  in  the,1
middle  of  the  trunk  and  regulates  the  pattern  of    breathing.    This  large  dome-shaped,1
muscle  separates  the  heart  and  lungs  above  it  from  the  abdominal  cavity  and  digestive,1
"organs  below.  The  muscle  fibers extend  inward,  toward  the center of the  body  and  insert",1
into  a  central  tendon  that  has  no  attachments  to  the  skeleton.    The  diaphragm  muscle,1
coordinates the amount of breath air entering and leaving the lungs.,1
"The diaphragm works like a balloon. When relaxed, the diaphragm is curved upward like a",1
"dome.    On  inhalation,  the  diaphragm  contracts,  pushes  the  intestines  down  into  the",1
"abdomen  and  lengthens  the  chest  cavity  above.    As  the  diaphragm  contracts,  lowers,  it",1
"takes  on  a  funnel  shape,  creating  a  vacuum  effect  in  the  lungs  causing  an  increased",1
"volume  of  space.    The  lungs  have  no  capacity  to  expand  or  contract  on  their  own,  they",1
"simply respond to the size and shape of their container, the chest cavity.  When the chest",1
"expands air rushes in to fill the vacuum in the lungs.  When the container shrinks, the lungs",1
"are  compressed  and  air  is  pushed  out.  The  lower  the  diaphragm  distends  on  contraction,",1
the  greater  the  resulting  vacuum  and  subsequent  air  filling  in  the  lungs.   When  air enters,1
"the lungs, the muscles in the ribs and chest contract, causing them to lift up and away from",1
the  body.    This  action  also assists  the  diaphragm  by  increasing  the  pressure outside  the,1
"lungs,  allowing  more  air  to  inflate  the  lungs.    The  amount  of  air  exhaled  and  the  rate  of",1
expulsion  is  of  equal  importance.    When  the  diaphragm  relaxes  and  the  abdominals,1
"contract,  a  recoil  action  results  in  the  lungs  and  ribs.    This  recoil  action  decreases  the",1
"pressure outside the lungs expelling air out, much the same way as a balloon expels air.",1
In    basic  yoga  practice  breathing  in  and  out  through  the  nose  extends  the  length  of,1
"respiration.  When breathing out of the mouth, the exhalation can become very short.  Often,",1
in difficult poses there is a tendency to hold the breath completely.  Avoid holding the breath,1
"by keeping the awareness on the breath.  As a general rule, breathe through the nose in an",1
"even, rhythmical pattern, extending  the  duration of  the exhalation.   Allow  the  breath  to  flow",1
in a pattern of an outgoing and incoming ocean wave.   In certain asanas it is also helpful to,1
"exhale  on  a  vocal  chant  which  focuses  the  mind  in  the  present  moment,  lengthening  the",1
Breathing  patterns  are  directly  related  to  optimum  posture.    Toned  and  supportive  spinal,1
muscles assist in deep rhythmic breathing.  The spine forms a strong column that supports,1
the  expansion of  the ribs  up  and  out.    The erector spinae  muscles  run  up  each side  of  the,1
spine acting like guy-wires supporting the spine and rib cage.  When optimum posture is lost,1
"the  body  curves  over  in  a  slump,  the  head  tips  forward,    and  the  chest    collapses.",1
Dysfunctional  posture  significantly  limits  the  capacity    to  breathe  deeply.    The  collapsed,1
"chest puts pressure on the diaphragm, limiting its ability to expand and contract.",1
Breath movements can also be limited by short or tight abdominal muscles.  Chronic pain in,1
"the low back, pelvis, or abdomen also effects breathing patterns as this restricts movement",1
"of  the  diaphragm.      In  fact,  most  pain,  chronic  or  acute,  is  accompanied  by  abnormal",1
Causes equal expansion of the alveoli in the lungs,1
Improves lymphatic drainage from the lower lungs,1
"Massages  the  liver,  stomach,  intestines,  and  other organs that  lie  immediately  below  the",1
Exerts a positive effect on the cardiac functions and coronary supply,1
Improves oxygenation of the blood and circulation,1
It is important to keep the body in alignment during asana practice to  prevent joint injury and to,1
improve the quality of the practice.  Be conscious of the following,1
"ARM AND HAND ALIGNMENT When raising the arms overhead,",1
keep the arms parallel with the ears and lightly contact the tips of,1
CHIN  LOCK  AND  NECK  RETRACTION    Maintain  a  neutral  spine  in  most,1
asanas to avoid vertebral damage of the facets in the neck.  In neutral spine the,1
FEET  POSITIONING   Flare the toes and ground them into the mat.,1
"HAND  POSITIONING   Flare the hands and fingers open,",1
flattening them as pancakes into the mat.,1
KNEE  AND  ANKLE  ALIGNMENT    In  asanas  such as WARRIOR  where  the,1
"knee  is  bent, align  the  knee  directly over the ankle  to  avoid  excessive  stress",1
"KNEELING  When sitting on the knees, place the body weight on the tibial",1
"tuberosity, the thick bumpy  bone just below the kneecap.  Do not place the",1
body weight on the kneecap.  Double fold the mat to soften the area below,1
MOVEMENT  FROM  THE  NAVEL    Use  the  navel  as  the  center  of,1
axis  in  any  asana  where  there  is  movement.    Pivot  movement  from,1
PLACEMENT  OF  THE  BODY  WEIGHT  IN  THE  FEET,1
"In  standing  asanas,  distribute  the  body  weight  in  a",1
"triangular format.  Lift up on the toes whenever possible,",1
PLACEMENT  OF  THE  BODY  WEIGHT  IN  THE  HANDS      Do  not,1
place  the  body  weight  in  the  wrists  in  asanas  where  the  weight  is,1
distributed  in  the  hands.    Place  the  body  weight  in  the  palms  in  a,1
SHOULDER  AND  WRIST  ALIGNMENT    In  asanas  such  as  NEUTRAL,1
"TABLE, align the shoulders directly over the wrists to avoid excessive strain",1
"SHOULDER  BLADE  MOVEMENT    Keep  the  shoulder  blades  free,",1
"floating,  and  retracted.  Lift  the  sternum  up  and  out,  away  from  the  body.",1
This position automatically retracts the shoulder blades.,1
There  are 4 sequential ways to direct  awareness  during asana practice,1
"BODY  The    awareness    is  focused  on    the  actual  physical  movements,  the  interaction",1
"between  the  various  components  of  the  body,  i.e.  bones,  joints,  ligaments,  muscles,",1
"abdominal  organs, etc..  This  method  of  practice includes single-pointedness  in  the  physical",1
MIND  The  focus  is  placed  on  disassociating  from  the  thoughts  arising  in  the  mind  as  the,1
BREATH  The  body  and  mind  focuses  are  integrated  through  breath.   In  addition  to  the,1
"awareness of  physical  and   mental  movements  described  above, individual  movements  are",1
"synchronized with the breath.  The movements become slower, which in turn slows the brain",1
"waves,  increasing  the  breath  capacity,  further  enhancing  relaxation  and  awareness.",1
Breathing should be practiced as indicated in the description of each asana.,1
SOUND  The final  practice is  to coordinate  and integrate  the  following   reaching  with the,1
"body, stilling the mind, enhancing the breath, and releasing sound.  In each asana in Sound",1
"Body  YOGA  the  breath  is  exhaled  on  the  mantra AUM,  uniting  all  the  participants  with one",1
Beginners  may  experience  a  mild  soreness  or  achiness  the  day  following  each  practice,1
session.    This  soreness  is  due  to    the  release  of  built  up  toxins  and  lactic  acid.    The,1
"discomfort  is short-lived, and with regular practice, it too shall pass.",1
"The  body  may  feel  lethargic  or  tired  during  the  initial  weeks.    The  body  is  detoxifying,",1
"Some individuals  have extra energy after their yoga practice, making it difficult to fall asleep.",1
"If this happens, practice yoga in the morning. This heightened state of energy will balance in",1
Yoga  directly effects  the  biochemistry  of the  body.  Many individuals  experience a change in,1
"their    appetite,  an  increase  in  urination,  or  regular  bowel  movements.    Keep  the  body",1
Peaks and valleys are common to all yoga practices.  Some days the body will be very strong,1
and on others very flexible.  There may be weeks where there is no significant change at all.,1
The  importance  of    Relaxation  Asanas  cannot  be  over-emphasized.    They  must    be,1
practiced before and after the asana session and at any time when the body becomes tired.,1
"The  asanas  may   appear  very easy  at  first, yet  to  practice  them  correctly  is  difficult  as  the",1
tension  in  all  the  muscle  groups  of  the  body  must  be  consciously  released.    The  muscles,1
"often seem to be completely relaxed but, in fact, tightness still remains.  Even during sleep,",1
relaxation  is  elusive.  Relaxation  Asanas    give  the  body  and  mind  the  rest  it  badly  craves.,1
Constant  postural  abnormalities  put  excess  strain  on  the  muscles  around  the  spine  which,1
"rarely  relax  even  in  the  supine  position.    In  these  cases,  the  prone  relaxation  asanas  are",1
very relaxing to the spine and related structures. Relaxation Asanas may be practiced during,1
any time of the day for rejuvenation.  They may be combined with daily relaxation activities.,1
"Relaxation Asanas fall into 5 categories  kneeling, sitting, standing, supine, and prone.",1
"Sitting  Asanas  stretch  the  entire  spine,  enhance  flexibility,  and  often  relieve  lower  back",1
complications  caused  by  compression  in  the  spine.  Seated  flexion  stretches  elongate  the,1
lower  back  and   hamstring  muscles.   The  Sitting  Rotational  Asanas  stimulate  the  digestive,1
"system, and aid in massaging the abdominal organs.  They also improve lateral flexibility in",1
"the spine, removing stiffness in the neck and shoulders. Sitting Relaxation Asanas calm the",1
"mind, bring a fresh supply of oxygen to the brain, and assist in rejuvenation.",1
"Sitting  Asanas  fall  into  4  categories    Sitting on  the gluteals,  forward flexion, and  spinal",1
Kneeling  Asanas allow for coordinated pivoting movement between the hips and the spine.,1
Flexion and extension movements can easily be made while being in close contact with the,1
mat.    In  these  asanas  the  spine  can  move  in  a  coordinated  manner  while  remaining  in,1
"optimum  posture.  Kneeling  Asanas  are  generally  recuperating  and  relaxing,  and  are",1
beneficial  for  the  reproductive  and  digestive systems.    Extra  care  must  be  taken  to  double,1
fold the mat under the knees when in this asana position.,1
"Kneeling  Asanas fall into 4 categories  kneeling, flexion, extension, and relaxation.",1
"In general, this series of asanas have a stretching and strengthening effect on the back and",1
lower extremity muscles.  Standing Asanas are particularly helpful in correcting problems for,1
"those who spend a lot of time sitting, and have stiffness or pain in the back.  These asanas",1
"improve  posture,  balance,  and  muscular  coordination.    They  also  strengthen  the  muscles",1
"used  to  keep  the  back  erect  during  meditation,  increasing  the  oxygen  capacity.    Many",1
Standing Asanas are influential in developing body strength and balance.  Those individuals,1
suffering    from  low  back  pathologies  will  find  great  comfort  in  simply  practicing  the  basic,1
"Standing  Asanas  fall  into  5  categories    standing,  balance,  rotation,  extension,  and",1
"Balance Asanas develop the cerebellum, the brain center that controls the body in motion.  Many",1
of  us  are  uncoordinated  in  our  movements.    The  body  constantly    compensates  for  the  lack  of,1
balance  which  is  why  optimum  posture  is  not  maintained.    This  inefficient  method  expends,1
"maximum  effort  and  energy  with  minimum  results,  creating  considerable  additional  strain  on  the",1
"whole  physiological  system.    Balance  Asanas  induce  physical  balance,  stilling  unconscious",1
"movement.  As the moving body attains balance it becomes increasingly free to rely on other forces,",1
"such as gravity to support and propel it, instead of working against it.  This way, the body conserves",1
its own energy and achieves grace and fluidity of motion.,1
"As  well  as  inducing  physical  balance,  Balance    Asanas  develop  an  equilibrium  of  the  mind,",1
giving a more mature outlook on life.  The focus required to perform these asanas with steadiness,1
and stillness  assists in developing concentration and balance at the emotional and  mental levels.,1
Balance Asanas revitalize the nervous system and assist in removing stress and anxiety.,1
"Balance  Asanas  may  be  difficult  to  perform  at  first  if  a  sense of  balance  has  not  been  developed,",1
"however, the body is very adaptable and progress is made very quickly with regular practice.  When",1
"practicing  these  asanas,  it  is  most  important  to steady  the  mind  through  concentration  on  a  fixed",1
point.  Gazing at a spot or mark on the wall allows the body to maintain seemingly difficult positions,1
"Balance Asanas fall into 2 categories  standing combinations of balancing on the hands, feet, or",1
"Extension,  or  Backward  Bending  Asanas, are  postures  that  turn  the  body  out to  face  the  world.",1
They are stimulating and extroverting.  Inhalation is encouraged because they expand the sternum,1
"and  ribcage    out.      These asanas  are  also  dynamic  postures  which  move counter to  gravity, and",1
"therefore, require strength and energy to practice.",1
Extension  Asanas challenge  the  rigid  body  armour  as  they stretch  the abdominal  muscles  and,1
assist in toning and strengthening the muscles that control the spine.  The spinal column is a stack,1
"pile  of  vertebrae  and  discs.    Groups  of  muscles  extend  along  the  spinal  column,  covering  and",1
"supporting it from all sides.  Maintenance of the spine in a straight and aligned position, despite all",1
"movement, depends totally on the balanced, supportive contraction and tone of these muscles.  The",1
"majority of backache has its origin in muscular imbalance.  If these imbalances are prolonged, then",1
"the  stack  pile  of  the  vertebral  column  misaligns,  the  ligaments  are  strained,  and  symptoms  of",1
Regular  practice  of  Extension  Asanas  can  prevent  postural  defects  and  neuromuscular,1
"imbalances  of  the  vertebral  column.    As  with  all  asanas,  it  is  important  to  perform  these  practices",1
with  proper  control  and  synchronization  of  breath  so  the  whole  group  of  muscles  are  uniformly,1
Extension Asanas often invoke fear in beginners.  Not knowing where the body is going  can be,1
a  frightening  experience.  Often  the  body  does  not  have  strength  or  flexibility  to  support  itself  in,1
these  positions  because  it  is  working  against  the  forces  of    gravity.    A  great  way  to  develop,1
confidence and  strength  in  Extension  Asanas is to  begin  practicing  Extension  Asanas  against  the,1
"wall.    A  simple  practice is  to stand  in  OPTIMUM  POSTURE,  12  -  18 inches  facing  away  from  the",1
"wall, lean back, reach the arms and hands overhead, and place the palms against the wall, fingers",1
"pointing down. Push the hips and sternum away from the wall, straightening the arms. Let the neck",1
and head drop back gently and keep the mouth closed. As this practice becomes easier. Walk the,1
feet further away from the wall and reach down lower with the palms keeping the arms straight.,1
"Extension Asanas fall into 4 categories  standing, kneeling, supine, and  prone.",1
"As  a  general  rule,  Flexion  Asanas  are  easier  to  practice  compared  to  Extension  Asanas.",1
"Flexion  Asanas,  or Forward  Bending  Asanas,  are  passive in  that  the  force of    gravity  is  used  to",1
"stretch  the  specific  muscle  groups.    Extension  Asanas  move  the  body  against  gravity,  while",1
"Flexion  Asanas  use  gravity  to  help  release  tension,  reaching  and  lengthening  the  muscle  fiber.",1
"This  is  a  process  of  curling  in  or  going  inward,  counteracting  the  extroversion  and  dynamic",1
opening up of the Extension Asanas.  In forward flexion the chest and abdomen are compressed,1
"in exhalation, inducing a state of relaxation.",1
"In our sedentary lifestyles of little or no exercise, we often become stiff and inflexible, unable",1
to  bend  forward  easily.    Our  minds  are  becoming  increasingly    active  while  our  bodies  have,1
become physically more rigid.  Flexion Asanas are very effective to relax both the mind and body.,1
"In  the  East,  Forward  Bending  Asanas  are  also  associated  with  lowering  the  self,  bowing,",1
projecting the act of humbleness.  The inability to bend forward can indicate a personality which,1
"Flexion    Asanas  primarily  loosen  the  spine,  restoring  optimum  health,  increasing  vitality.",1
"These Flexion Asanas direct the spine into  the primary curve, or the shape the spine originates",1
"within the womb.  In Flexion Asanas the articulations of the vertebrae are separated, stimulating",1
"the nerves, improving circulation around the spine, restoring the natural flow of the cerebral spinal",1
fluid CSF nourishing the spinal cord.  Normal flow of the CSF balances the activity in the brain.,1
Flexion  Asanas  are  very  important  in  restoring  and  maintaining  flexibility  and  strength  in  the,1
"spine.  These  asanas  act  by  compressing  and  massaging  the  abdominal  structures,  influencing",1
Most  day-to-day  activities  involve  flexion  movement  of  the  limbs.    Although  the  body  joints,1
"flex, they do not stretch and flex fully to their end range of motion.  For example, one may bend",1
over  to  tie  shoelaces  for  a  few  seconds  but  the  low  back  and  hamstring  muscles  do  not  get  a,1
"complete  stretch.    The  axis  of  pivoting  for  most  Flexion  Asanas  is  the  pelvis,  not  the  waist.",1
Bending  from  the  hips  gives  greater  flexibility  of  movement  and  creates  a  stronger  pressure,1
against  the  abdomen.    Do  not  force  the  back  to  bend  further  forward  then  present  flexibility,1
"allows. The  muscles should be relaxed, allowing gravity and  the  exhalation  to  stretch and  move",1
"the  body  toward  the  feet.   With  regular  practice,  even  the  most  rigid  spine  develops    flexibility.",1
Bending  and  reaching  the  head  toward  the  feet  creates  a  great  stretch  in  the  low  back.    The,1
greatest  culprit  or  the  weakest  link  invariably  restricting  flexion  movement  is  the  hamstring,1
muscle group.  In most individuals the hamstring muscle is generally weak and tight.  Great focus,1
and  concentration  needs  to  be  addressed  to  these  powerful  muscles  in  the  back  of  the thighs.,1
"They need not only be stretched but also strengthened, alternating with various yoga asanas.",1
It is not necessary to practice all the Flexion Asanas one after the other.  Begin with the easier,1
preliminary  practices and  gradually  build  up  to  the  more  advanced  ones as  the  spine  becomes,1
"When practicing Flexion Asanas from a sitting position, particularly those in which the legs are",1
"separated, it is helpful to sit with the gluteals and perineum on the mat, rather than on the coccyx.",1
The correct position is obtained by sitting with the legs slightly separate and placing the hands on,1
"the mat, on either side of the hips, with the fingertips pointing forward.  Then, using the arms and",1
"hands as support, lift the buttocks slightly from the floor and, while lowering them,  tilt the pelvis",1
forward.  Always lengthen the spine and reach out and away when practicing flexion asanas.,1
"Flexion Asanas fall into 4 categories  standing, kneeling, sitting, and inversion.",1
